"COUNTRY_CODE","PROCESSING_GROUP","PROCESSING_DATE","ACBS_CUSTOMER_ID","SCI_LEID","SCI_GROUP_ID","CORE_BANKING_ID","CUSTOMER_NAME","AFFILIATE_CODE","AFFILIATE_CODE_DESCRIPTION","ARM","ARM_DESCRIPTION","COUNTRY_CREDIT_RESPONSIBILITY","COUNTRY_CREDIT_RESP_DESC","CREDIT_GRADE","CUSTOMER_LEGAL_CONSTITUTION","CUSTOMER_LEGAL_CONST_DESC","SCB_INSTITUTIONAL_CODE","SCB_INSTITUTIONAL_CODE_DESC","SCI_CUSTOMER_TYPE","SCI_CUSTOMER_TYPE_DESCRIPTION","SCI_DOMICILE_COUNTRY","SCI_DOMICILE_COUNTRY_DESC","SCI_INCORPORATION_COUNTRY","SCI_INCORPORATION_COUNTRY_DESC","SCI_ISIC_CODE","SCI_ISIC_CODE_DESCRIPTION","SCI_SEGMENT_CODE","SCI_SEGMENT_CODE_DESCRIPTION","SCI_SUB_SEGMENT_CODE","SCI_SUB_SEGMENT_CODE_DESC","SCI_GROUP_LEGAL_ENTERPRISE_ID","TODAY_IS_MONTH_END"
"CN","HK","20200630","00026194","11326420"," ","0540379","EAST HOPE CHONGQING CEMENT CO., LTD.","999","999 Non Group","CNQ57","Zhang1, Yun","SG","SINGAPORE","5B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3640","MFR OF CEMENT LIME & PLASTER","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026195","11227793"," ","1786512","EAST HOPE GROUP CO., LTD.","999","999 Non Group","CNQ57","Zhang1, Yun","SG","SINGAPORE","5A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3721","ALUMINIUM","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026196","11066370"," ","0274395","ECS (SHANGHAI) MANAGEMENT CO. LTD","999","999 Non Group","CNA35","Tan, Rachel Jin Lin","SG","SINGAPORE","6B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6225","DEALING IN COMPUTER & OFFICE EQUIPMENT","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026322","11047418"," ","0407239","HAVI LOGISTIC SERVICES (SHANGHAI) LIMITED","999","999 Non Group","CND72","Fan, Ying-Hao","SG","SINGAPORE","6B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","7143","SERVICES ALLIED TO TRANSPORT OF GOODS","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026323","11167497"," ","0351999","HAVI LOGISTICS SERVICES (GUANGZHOU)LIMITED","999","999 Non Group","CND72","Fan, Ying-Hao","SG","SINGAPORE","5A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","7143","SERVICES ALLIED TO TRANSPORT OF GOODS","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026325","11252286"," ","3530906","HEBEI JINGYE IRON AND STEEL CO., LTD.","999","999 Non Group","CNH05","WAN, HAO","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3710","IRON & STEEL BASIS INDUSTRIES","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026257","11701923"," ","7150040","GOLD LAND (HANGZHOU) PROPERTY DEVELOPMENT COMPANY LIMITED","999","999 Non Group","CNK20","Yang, Laura Yan","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8412","REAL ESTATE DEVELOPMENT- COMMERCIAL","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026258","11687483"," ","8083045","GONG QING CHENG HONG KONG AND CHINA GAS CO., LTD","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","4010","ELECTRICITY GENERATION & DISTRIBUTION","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026260","11245027"," ","3021890","GOODWELL CHINA MARKETING SERVICE COLTD","999","999 Non Group","CNF69","Tong, Lisa Xin","SG","SINGAPORE","5B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6111","WHOLESALE TRADE IN FOOD DRINK & TOBACCO","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026262","11238920"," ","2641305","GREAT GLOVE (XINGHUA) CO., LTD"," ","BLANKS","CNH11","Zhang, Jun","MY","MALAYSIA","NA","06","PUBLIC LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3569","MFR OF OTHER RUBBER PRODUCTS EXCEPT RUBBER FOOTWEAR & TOYS","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026263","11198658"," ","1057642","GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI","999","999 Non Group","CNF89","Zhang, Hai Yan","SG","SINGAPORE","3B","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3826","MFR & REPAIR OF REFRIGERATING AIR-CON & VEN. MACH. & EQUIP.","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026264","11160076"," ","0417691","GUAN JIA (SHANGHAI) FASHION CO. LTD","999","999 Non Group","CNA82","YIN REBECCA","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3220","MFR OF WEARING APPAREL EXCEPT FOOTWEAR","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026265","11359462"," ","5414938","GUANG DONG XINGPU STEEL CENTER CO.LTD","999","999 Non Group","CNY02","Li, Daisy Jing","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3710","IRON & STEEL BASIS INDUSTRIES","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026267","11047269"," ","0441279","GUANGDONG ESQUEL TEXTILES CO LTD","999","999 Non Group","CNF09","Mo, Si Quan","SG","SINGAPORE","4A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3211","SPINNING WEAVING & FINISHING TEXTILES","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026268","11047676"," ","0455170","GUANGDONG SAI YI CONVENIENCE STORESLIMITED","999","999 Non Group","CNK06","WU, CHAO LAN","SG","SINGAPORE","4A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6230","SUPERMARKETS DEPARTMENTAL STORES & GENERAL PROVISION SHOPS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026269","11047579"," ","0442061","GUANGDONG SANYUAN MCDONALD'S FOOD CO LTD","999","999 Non Group","CNF69","Tong, Lisa Xin","SG","SINGAPORE","5A","65","PRIVATE COMPANY","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6311","RESTAURANTS & CATERING","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026270","11218011"," ","1274546","GUANGDONG SIMS TRADING CO.,LTD","999","999 Non Group","CNP01","HAN TRISTAN","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6111","WHOLESALE TRADE IN FOOD DRINK & TOBACCO","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026271","11201610"," ","0492377","GUANGDONG ZUNGFU YIBANG VEHICLE SALES & SERVICE CO., LTD","999","999 Non Group","CNK06","WU, CHAO LAN","SG","SINGAPORE","4A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6217","DEALING IN TRANSPORTATION EQUIP. (INCLUDING PETROL SERVICE STATION)","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026272","11724080"," ","7252803","GUANGSHA (ZHOUSHAN) ENERGY GROUP CO.  LTD."," ","BLANKS","CNU08","FU, ANA MIN","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","7150","STORAGE & WAREHOUSING","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026273","11326803"," ","5216184","GUANGXI RONGXIAN WEICHENG CONCRETE CO.  LTD"," ","BLANKS","CND41","Xiong Jin Shu","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3650","MFR OF STRUCTURAL CEMENT & CONCRETE PRODUCTS","A","LOCAL CORPORATE","A1","MIDDLE MARKETS"," ","Y"
"CN","HK","20200630","00026521","11158711"," ","0417477","METAL ONE (CHINA) CORPORATION","999","999 Non Group","CNA06","Li, Sonia","SG","SINGAPORE","5B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6123","WHOLESALE OF METALS AND METAL ORES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026522","11112632"," ","0409102","NELES FLOW CONTROL (SHANGHAI) CO., LTD.","999","999 Non Group","CNA68","Zhou, Linda Yi Lin","SG","SINGAPORE","5B","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3828","MFR OF SPECIAL INDUSTRIAL AMCH & EQUIPMT EXCEPT METAL & WOOD WORKING","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026523","11157465"," ","0416339","METSO MINERALS (TIANJIN) INTERNATIONAL TRADE CO LTD","999","999 Non Group","CNP03","Zhang, Bin","SG","SINGAPORE","5A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3825","MFR & REPAIR OF CONSTRUCTION & RELATED MACHINERY & EQUIPMENT","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026524","11047335"," ","0331165","METSO MINERALS (TIANJIN) CO LTD","999","999 Non Group","CNP03","Zhang, Bin","SG","SINGAPORE","5B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3825","MFR & REPAIR OF CONSTRUCTION & RELATED MACHINERY & EQUIPMENT","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026525","11161385"," ","0190886","VALMET PAPER TECHNOLOGY(CHINA) CO.,LTD","999","999 Non Group","CNH11","Zhang, Jun","TW","TAIWAN","5A","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6131","MACHINES & EQUIPMENT","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026526","11185538"," ","0312777","MIC-TECH (SHANGHAI) CORP","999","999 Non Group","CNJ28","Cheng, Tai","SG","SINGAPORE","6A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","5029","OTHER NON BUILDING CONSTRUCTION NEC","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026569","11305004"," ","4716132","NINGBO KANGXING CABLE CO. LTD"," ","BLANKS","CNU05","LAM, KENNY KWOK WING","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3833","MFR OF ELECTRICAL CABLES & WIRES","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026571","11217912"," ","1363093","NINGBO MINGHUI RECYCLING RESOURCES CO.,LTD"," ","BLANKS","CNR86","Zhou, Min","GB","UNITED KINGDOM","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","6123","WHOLESALE OF METALS AND METAL ORES","E","COMMODITY TRADERS AGRICULTURE","H4","METAL TRADERS"," ","Y"
"CN","HK","20200630","00026577","11217967"," ","1342398","NOKIA SOLUTIONS AND NETWORKS (BEIJING) COMMUNICATIONS CO., LTD","999","999 Non Group","CNP03","Zhang, Bin","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3837","MFR OF RADIO TV & COMMUNICATION EQUIP. & APPARATUS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026578","11205143"," ","0355183","NOKIA SOLUTIONS AND NETWORKS SYSTEM TECHNOLOGY (BEIJING) CO., LTD","999","999 Non Group","CNR22","Justine Xue","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6119","WHOLESALE OF ELECTRONIC AND TELECOMMUNICATIONS EQUIPMENT AND PARTS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026579","11147413"," ","0415638","YUSEN LOGISTICS (CHINA) CO., LTD","999","999 Non Group","CNA06","Li, Sonia","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","7143","SERVICES ALLIED TO TRANSPORT OF GOODS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026580","11329957"," ","4892429","NYK WAREHOUSING (SHANGHAI) CO.  LTD."," ","BLANKS","CNJ97","PAN, MAO"," ","BLANKS","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","7150","STORAGE & WAREHOUSING","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026495","11248279"," ","3600238","LOEWE COMMERCIAL AND TRADING (SHANGHAI) CO. LTD","999","999 Non Group","CNA16","Ding, Chris","SG","SINGAPORE","3B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6231","RETAIL SALE OF CLOTHING, FOOTWEAR AND LEATHER ARTICLES IN SPECIALIZED STORE","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026496","11183793"," ","0312678","LOGISALL (SHANGHAI) CO. LTD."," ","BLANKS","CNB35","WEI, DANIEL"," ","BLANKS","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","8368","MACHINERY & EQUIPMENT RENTAL AND LEASING","A","LOCAL CORPORATE","A1","MIDDLE MARKETS"," ","Y"
"CN","HK","20200630","00026498","11722160"," ","7103824","LONGDA (JIANGXI) DIFFERENTIAL CHEMICAL FIBRE CO. LTD."," ","BLANKS","CNB36","ZHONG DAISY LIN","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3219","MFR OF TEXTILES NEC","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026499","11194544"," ","0354068","LDC (CHINA) TRADING COMPANY LIMITED","999","999 Non Group","CNS36","He, Amanda","SG","SINGAPORE","6B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6122","WHOLESALE TRADE IN TROPICAL PRODUCE","E","COMMODITY TRADERS AGRICULTURE","H4","METAL TRADERS"," ","Y"
"CN","HK","20200630","00026500","11221074"," ","1397508","LS CABLE & SYSTEM (TIANJIN) LTD","999","999 Non Group","CNF59","Cui, Shan","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3814","MFR OF WIRE & CABLE PRODUCTS EXCEPT INSULATED WIRE & CABLE","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026410","11237806"," ","2579138","JIANGSU HANKOOK TIRE CO LTD","999","999 Non Group","CNY02","Li, Daisy Jing","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3569","MFR OF OTHER RUBBER PRODUCTS EXCEPT RUBBER FOOTWEAR & TOYS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026411","11222208"," ","1384678","HYUNDAI STEEL JIANGSU PROCESS CO.,LTD","999","999 Non Group","CNQ72","Cho, Tae Yoan","SG","SINGAPORE","5B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3710","IRON & STEEL BASIS INDUSTRIES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026412","11205442"," ","1062689","JIANGSU HYUNDAI WIA CO.,LTD","999","999 Non Group","CNQ72","Cho, Tae Yoan","SG","SINGAPORE","7A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3856","MANUFACTURE OF PARTS AND ACCESSORIES FOR MOTOR VEHICLES","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026414","11779029"," ","7241119","JIANGSU OCI CHEMICAL CO. LTD."," ","BLANKS","CNY02","Li, Daisy Jing"," ","BLANKS","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3529","MFR OF CHEMICAL PRODUCTS NEC","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026415","11288133"," ","4610377","JIANGSU SAINTY INTERNATIONAL GROUP CORP.  LTD"," ","BLANKS","CNB26","LI, LEO YAO","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","6140","GENERAL IMPORTERS & EXPORTERS","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026416","11733260"," ","7154283","JIANGSU SEAJIA TEXTILES IMPORT ANDEXPORT CO. LTD","999","999 Non Group","CNH03","CHEN, ZHENG","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6113","WHOLESALE TRADE IN TEXTILES & WEARING APPAREL","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026417","11182974"," ","0102517","JIANGSU SHAGANG GROUP CO. LTD","999","999 Non Group","CNA81","BAO, PAULA YUE","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3710","IRON & STEEL BASIS INDUSTRIES","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00026418","11241249"," ","2590816","JIANGSU SHAGANG INTERNATIONAL TRADECO. LTD","999","999 Non Group","CNA81","BAO, PAULA YUE","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6123","WHOLESALE OF METALS AND METAL ORES","E","COMMODITY TRADERS AGRICULTURE","H4","METAL TRADERS"," ","Y"
"CN","HK","20200630","00026420","11302217"," ","4835522","JIANGSU SUZHOU STEEL GROUP CO. LTD"," ","BLANKS","CNB10","Yao Hui Zhen","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3824","MFR & REPAIR OF METAL WORKING & WOODWORKING MACHINERY & EQUIPMENT","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026421","11234866"," ","2217430","JIANGSU TWB BEARINGS CO.  LTD","999","999 Non Group","CNH11","Zhang, Jun","SG","SINGAPORE","5A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3872","NRB INDUSTRIAL BEARINGS LIMITED","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026422","11313012"," ","5714745","JIANGSU YUEDA SOUTH HOLDINGS CO LTD"," ","BLANKS","CNB10","Yao Hui Zhen","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","8419","REAL ESTATE DEVELOPMENT- NOT ELSEWHERE CLASSIFIED","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026424","11325958"," ","6631371","JIANGYIN WALSIN SPECIALTY ALLOY MATERIALS CO., LTD","999","999 Non Group","CNJ28","Cheng, Tai","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3817","METAL FORGING & STAMPINGS","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026425","11457912"," ","4184653","JIAXING GOLDEN CONCORD ENVIRONMENTAL COGENERATION CO., LTD.","999","999 Non Group","CNQ27","YAN, TOMMY","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","4010","ELECTRICITY GENERATION & DISTRIBUTION","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026426","11196979"," "," ","JIDA-EVONIK HIGH PERFORMANCE POLYMERS (CHANGCHUN) CO LTD","999","999 Non Group","CNA55","Yang, Diana Xiao","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3529","MFR OF CHEMICAL PRODUCTS NEC","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026428","11236121"," ","2331128","JILIN TIANYUAN OIL CO. LTD","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","2200","EXTRACTION OF OIL & NATURAL GASES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026429","11312089"," ","5773903","SHANDONG IRON AND STEEL COMPANY LTD","999","999 Non Group","CNJ08","BI, HUA","SG","SINGAPORE","NA","23","GOVERNMENT CONTROLLED CORPORATION","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3710","IRON & STEEL BASIS INDUSTRIES","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026430","11341878"," "," ","JINGDEZHEN COKING INDUSTRY GROUP LTD.","999","999 Non Group","CNB31","ZHANG, QIN","SG","SINGAPORE","NA","19","STATE GOVERNMENT ORGANIZATION","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3540","MFG OF MISC. PRODUCTS OF PETROLEUM & COAL","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026587","11188255"," ","0313205","ORION FOOD (SHANGHAI) CO.  LTD"," ","BLANKS","CNB35","WEI, DANIEL"," ","BLANKS","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3119","MFR OF COCOA CHOCOLATE AND SUGAR CONFECTIONERY","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026588","11217799"," ","1259261","ORION SNACK CO. LTD","999","999 Non Group","CNL00","Park, Stephy","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3121","MFR OF FOOD PRODUCTS NEC","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00026846","11181051"," ","0314229","SOJITZ (SHANGHAI) CO. LTD.","999","999 Non Group","CNA06","Li, Sonia","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6124","WHOLESALE TRADE IN MINERAL FUELS LUBRICANTS & RELATED PRODUCTS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026848","11264003"," ","3955672","SRG GLOBAL (SUZHOU) CO LTD","999","999 Non Group","CNR22","Justine Xue","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3570","MFR OF PLASTIC PRODUCTS NEC","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00026850","11335007"," ","5546397","SUMITOMO MITSUI FINANCE AND LEASING(CHINA) CO. LTD.","999","999 Non Group","CNK35","LUO, CONNIE YAN HUA","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8152","FINANCIAL LEASING COMPANIES","N","FINANCIAL INSTITUTION","P9","FINANCE COMPANIES"," ","Y"
"CN","HK","20200630","00026852","11222924"," ","1620908","SUN HUNG KAI DEVELOPMENT (LUJIAZUII) LTD","999","999 Non Group","CND60","Li  Charmaine Ching Ming","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8412","REAL ESTATE DEVELOPMENT- COMMERCIAL","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
